Latitude (decimal degrees):	38.496
Longitude (decimal degrees):	27.707
Elevation (m):	97
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20210415:2310,0.0,0.0,0.0,0.0,0.0,9.33,0.83,0.0
20210416:0010,0.0,0.0,0.0,0.0,0.0,8.67,0.9,0.0
20210416:0110,0.0,0.0,0.0,0.0,0.0,8.28,0.97,0.0
20210416:0210,0.0,0.0,0.0,0.0,0.0,8.17,0.9,0.0
20210416:0310,0.0,0.0,0.0,0.0,0.0,8.05,0.83,0.0
20210416:0410,0.0,0.0,5.45,0.11,6.43,8.08,0.76,0.0
20210416:0510,486.48,5.17,104.7,2.19,18.14,9.86,0.41,0.0
20210416:0610,304.02,0.0,74.54,1.48,29.8,11.93,0.34,0.0
20210416:0710,1536.54,36.68,277.29,6.06,41.0,13.66,0.55,0.0
20210416:0810,1921.92,49.93,341.86,7.51,51.08,14.98,1.03,0.0
20210416:0910,1877.7,30.36,354.16,7.47,58.69,16.17,1.38,0.0
20210416:1010,3449.88,296.87,419.19,12.42,61.64,16.87,1.66,0.0
20210416:1110,1634.1,13.49,323.13,6.62,58.55,17.4,2.0,0.0
20210416:1210,3676.68,468.01,293.06,12.73,50.85,17.16,2.0,0.0
20210416:1310,2235.66,153.03,302.21,8.26,40.73,17.02,1.93,0.0
20210416:1410,1917.54,203.72,191.33,7.16,29.51,17.11,1.72,0.0
20210416:1510,495.42,8.55,106.62,2.3,17.85,16.99,1.66,0.0
20210416:1610,89.7,1.47,29.93,1.05,6.14,16.04,1.24,0.0
20210416:1710,0.0,0.0,0.0,0.0,0.0,14.36,1.24,0.0
20210416:1810,0.0,0.0,0.0,0.0,0.0,13.5,0.76,0.0
20210416:1910,0.0,0.0,0.0,0.0,0.0,13.55,0.34,0.0
20210416:2010,0.0,0.0,0.0,0.0,0.0,12.82,0.69,0.0
20210416:2110,0.0,0.0,0.0,0.0,0.0,10.87,1.38,0.0
20210416:2210,0.0,0.0,0.0,0.0,0.0,11.26,0.9,0.0
20210416:2310,0.0,0.0,0.0,0.0,0.0,11.97,0.55,0.0
20210417:0010,0.0,0.0,0.0,0.0,0.0,11.37,0.76,0.0
20210417:0110,0.0,0.0,0.0,0.0,0.0,10.25,1.03,0.0
20210417:0210,0.0,0.0,0.0,0.0,0.0,9.13,1.38,0.0
20210417:0310,0.0,0.0,0.0,0.0,0.0,9.46,1.03,0.0
20210417:0410,4.26,0.0,7.27,0.14,6.7,8.94,1.45,0.0
20210417:0510,388.2,1.71,89.13,1.81,18.4,11.01,1.17,0.0
20210417:0610,632.94,1.01,138.23,2.77,30.07,14.28,1.31,0.0
20210417:0710,2137.02,129.85,308.14,8.05,41.29,16.15,0.76,0.0
20210417:0810,3481.14,416.44,319.73,12.46,51.39,18.82,0.97,0.0
20210417:0910,4104.18,594.59,301.78,14.76,59.04,21.55,1.1,0.0
20210417:1010,4324.98,634.06,304.52,15.37,61.99,23.38,2.34,0.0
20210417:1110,3631.38,388.45,381.69,13.09,58.85,24.33,3.31,0.0
20210417:1210,2539.02,157.85,372.57,9.64,51.09,24.69,3.93,0.0
20210417:1310,1467.78,34.29,276.08,6.0,40.93,24.24,4.07,0.0
20210417:1410,669.72,2.01,149.2,3.0,29.68,22.98,3.59,0.0
20210417:1510,256.02,0.0,67.27,1.34,18.01,21.41,3.72,0.0
20210417:1610,8.58,0.0,9.09,0.18,6.31,19.84,3.17,0.0
20210417:1710,0.0,0.0,0.0,0.0,0.0,18.46,2.41,0.0
20210417:1810,0.0,0.0,0.0,0.0,0.0,16.74,1.86,0.0
20210417:1910,0.0,0.0,0.0,0.0,0.0,15.56,1.66,0.0
20210417:2010,0.0,0.0,0.0,0.0,0.0,14.61,1.59,0.0
20210417:2110,0.0,0.0,0.0,0.0,0.0,14.12,1.66,0.0
20210417:2210,0.0,0.0,0.0,0.0,0.0,13.59,1.52,0.0
20210417:2310,0.0,0.0,0.0,0.0,0.0,13.76,1.03,0.0
20210418:0010,0.0,0.0,0.0,0.0,0.0,13.23,1.1,0.0
20210418:0110,0.0,0.0,0.0,0.0,0.0,13.03,1.52,0.0
20210418:0210,0.0,0.0,0.0,0.0,0.0,12.83,1.79,0.0
20210418:0310,0.0,0.0,0.0,0.0,0.0,12.6,1.79,0.0
20210418:0410,4.08,0.0,7.27,0.14,6.96,12.69,1.79,0.0
20210418:0510,73.74,0.0,26.36,0.52,18.66,13.03,1.24,0.0
20210418:0610,933.96,12.03,186.31,3.91,30.33,15.45,0.97,0.0
20210418:0710,861.18,0.0,186.35,3.71,41.57,19.2,2.69,0.0
20210418:0810,536.16,0.0,123.63,2.46,51.7,20.79,2.76,0.0
20210418:0910,931.38,0.0,202.71,4.03,59.39,22.63,3.52,0.0
20210418:1010,436.62,0.0,104.54,2.08,62.34,22.52,3.17,0.0
20210418:1110,511.62,0.0,119.99,2.39,59.14,23.44,3.52,0.0
20210418:1210,556.98,0.0,129.08,2.57,51.32,23.54,3.79,0.0
20210418:1310,254.28,0.0,67.27,1.34,41.12,22.62,3.03,0.0
20210418:1410,330.78,0.0,82.72,1.65,29.85,21.48,3.1,0.0
20210418:1510,328.44,0.83,80.92,1.63,18.18,19.62,2.83,0.0
20210418:1610,92.64,0.22,31.17,0.71,6.48,17.77,1.93,0.0
20210418:1710,0.0,0.0,0.0,0.0,0.0,16.28,1.03,0.0
20210418:1810,0.0,0.0,0.0,0.0,0.0,14.97,1.17,0.0
20210418:1910,0.0,0.0,0.0,0.0,0.0,15.79,1.93,0.0
20210418:2010,0.0,0.0,0.0,0.0,0.0,15.13,1.59,0.0
20210418:2110,0.0,0.0,0.0,0.0,0.0,14.39,1.45,0.0
20210418:2210,0.0,0.0,0.0,0.0,0.0,13.61,1.59,0.0
20210418:2310,0.0,0.0,0.0,0.0,0.0,13.18,1.52,0.0
20210419:0010,0.0,0.0,0.0,0.0,0.0,12.81,1.52,0.0
20210419:0110,0.0,0.0,0.0,0.0,0.0,12.37,1.59,0.0
20210419:0210,0.0,0.0,0.0,0.0,0.0,12.15,1.45,0.0
20210419:0310,0.0,0.0,0.0,0.0,0.0,11.67,1.17,0.0
20210419:0410,1.86,0.0,6.36,0.13,7.22,11.57,1.31,0.0
20210419:0510,55.02,0.0,21.82,0.43,18.92,12.62,1.17,0.0
20210419:0610,126.06,0.0,38.18,0.76,30.59,13.31,1.24,0.0
20210419:0710,1064.52,4.25,217.58,4.39,41.85,13.75,1.03,0.0
20210419:0810,545.88,0.0,122.72,2.44,52.01,14.72,1.17,0.0
20210419:0910,2166.3,57.76,382.8,8.43,59.73,15.53,1.66,0.0
20210419:1010,1642.92,11.15,325.58,6.64,62.69,15.62,1.45,0.0
20210419:1110,543.66,0.0,122.72,2.44,59.44,15.54,1.17,0.0
20210419:1210,605.1,0.0,134.54,2.68,51.55,15.35,1.17,0.0
20210419:1310,188.04,0.0,51.81,1.03,41.31,15.62,1.45,0.0
20210419:1410,189.12,0.0,51.81,1.03,30.02,14.77,2.69,0.0
20210419:1510,97.32,0.0,31.82,0.63,18.34,13.57,3.17,0.0
20210419:1610,44.04,0.0,19.09,0.38,6.65,12.91,2.21,0.0
20210419:1710,0.0,0.0,0.0,0.0,0.0,12.31,1.86,0.0
20210419:1810,0.0,0.0,0.0,0.0,0.0,11.58,1.79,0.0
20210419:1910,0.0,0.0,0.0,0.0,0.0,11.48,2.28,0.0
20210419:2010,0.0,0.0,0.0,0.0,0.0,10.8,2.28,0.0
20210419:2110,0.0,0.0,0.0,0.0,0.0,9.93,1.86,0.0
20210419:2210,0.0,0.0,0.0,0.0,0.0,8.39,1.45,0.0
20210419:2310,0.0,0.0,0.0,0.0,0.0,7.17,1.38,0.0
20210420:0010,0.0,0.0,0.0,0.0,0.0,6.3,1.38,0.0
20210420:0110,0.0,0.0,0.0,0.0,0.0,5.45,1.38,0.0
20210420:0210,0.0,0.0,0.0,0.0,0.0,4.94,1.38,0.0
20210420:0310,0.0,0.0,0.0,0.0,0.0,4.44,1.45,0.0
20210420:0410,117.6,6.13,33.67,1.54,7.48,4.5,1.38,0.0
20210420:0510,1104.06,149.27,94.56,5.1,19.17,8.05,1.1,0.0
20210420:0610,997.62,11.88,193.56,4.05,30.85,10.45,1.86,0.0
20210420:0710,2426.34,162.76,317.33,8.77,42.12,11.58,2.34,0.0
20210420:0810,4067.94,545.11,274.51,13.78,52.31,12.67,2.9,0.0
20210420:0910,3146.16,201.35,428.19,11.34,60.07,13.61,3.1,0.0
20210420:1010,3506.7,267.74,438.12,12.46,63.03,14.08,3.24,0.0
20210420:1110,3993.66,429.02,379.79,13.76,59.73,14.61,3.52,0.0
20210420:1210,3219.84,275.49,369.46,11.36,51.78,14.82,3.52,0.0
20210420:1310,3301.62,445.95,213.61,11.39,41.5,14.68,3.45,0.0
20210420:1410,441.24,0.0,101.81,2.03,30.19,14.02,3.1,0.0
20210420:1510,821.16,53.71,128.35,3.73,18.51,13.26,2.76,0.0
20210420:1610,110.76,0.21,34.58,0.8,6.82,12.32,2.0,0.0
20210420:1710,0.0,0.0,0.0,0.0,0.0,11.17,1.45,0.0
20210420:1810,0.0,0.0,0.0,0.0,0.0,9.63,0.97,0.0
20210420:1910,0.0,0.0,0.0,0.0,0.0,9.15,0.9,0.0
20210420:2010,0.0,0.0,0.0,0.0,0.0,9.19,0.83,0.0
20210420:2110,0.0,0.0,0.0,0.0,0.0,8.85,0.83,0.0
20210420:2210,0.0,0.0,0.0,0.0,0.0,8.42,0.83,0.0
20210420:2310,0.0,0.0,0.0,0.0,0.0,7.77,0.9,0.0
20210421:0010,0.0,0.0,0.0,0.0,0.0,7.05,0.9,0.0
20210421:0110,0.0,0.0,0.0,0.0,0.0,6.18,0.97,0.0
20210421:0210,0.0,0.0,0.0,0.0,0.0,5.5,1.03,0.0
20210421:0310,0.0,0.0,0.0,0.0,0.0,4.91,1.03,0.0
20210421:0410,115.5,7.4,32.85,1.66,7.73,4.16,1.03,0.0
20210421:0510,1159.92,171.77,84.89,5.44,19.42,6.74,0.34,0.0
20210421:0610,2495.76,384.54,121.93,9.26,31.1,10.35,0.21,0.0
20210421:0710,3592.68,583.69,150.52,12.62,42.39,11.8,0.76,0.0
20210421:0810,4330.2,744.71,170.28,15.26,52.61,12.96,0.62,0.0
20210421:0910,4776.48,866.13,171.55,17.05,60.4,13.99,0.55,0.0
20210421:1010,4945.26,890.88,179.65,17.52,63.37,14.91,1.1,0.0
20210421:1110,4762.2,814.95,194.51,16.62,60.02,15.71,1.86,0.0
20210421:1210,572.4,0.0,128.17,2.55,52.01,15.86,2.34,0.0
20210421:1310,1198.86,8.39,239.75,4.9,41.69,15.4,2.41,0.0
20210421:1410,1876.26,167.08,214.3,7.13,30.36,15.32,2.62,0.0
20210421:1510,1022.64,151.21,85.18,5.08,18.67,14.51,2.48,0.0
20210421:1610,108.48,1.0,33.76,1.28,6.99,13.48,2.0,0.0
20210421:1710,0.0,0.0,0.0,0.0,0.0,11.92,1.52,0.0
20210421:1810,0.0,0.0,0.0,0.0,0.0,10.19,1.1,0.0
20210421:1910,0.0,0.0,0.0,0.0,0.0,10.27,0.9,0.0
20210421:2010,0.0,0.0,0.0,0.0,0.0,10.54,0.55,0.0
20210421:2110,0.0,0.0,0.0,0.0,0.0,9.97,0.28,0.0
20210421:2210,0.0,0.0,0.0,0.0,0.0,9.42,0.07,0.0
20210421:2310,0.0,0.0,0.0,0.0,0.0,8.96,0.21,0.0
20210422:0010,0.0,0.0,0.0,0.0,0.0,8.57,0.41,0.0
20210422:0110,0.0,0.0,0.0,0.0,0.0,8.29,0.55,0.0
20210422:0210,0.0,0.0,0.0,0.0,0.0,7.85,0.76,0.0
20210422:0310,0.0,0.0,0.0,0.0,0.0,6.81,0.97,0.0
20210422:0410,122.22,7.92,34.32,1.74,7.98,5.64,0.97,0.0
20210422:0510,1169.94,173.54,85.49,5.53,19.66,7.43,0.55,0.0
20210422:0610,2521.38,384.13,124.52,9.35,31.35,10.9,0.9,0.0
20210422:0710,3609.12,580.86,154.23,12.7,42.65,12.46,1.17,0.0
20210422:0810,4395.18,751.31,168.87,15.41,52.9,13.87,1.31,0.0
20210422:0910,4842.96,861.67,175.4,17.11,60.73,15.1,1.38,0.0
20210422:1010,4950.48,885.28,184.58,17.58,63.71,16.14,1.45,0.0
20210422:1110,4738.8,821.58,192.02,16.75,60.3,16.91,1.72,0.0
20210422:1210,4378.5,770.6,151.93,15.46,52.23,17.38,1.93,0.0
20210422:1310,3560.46,597.72,136.54,12.71,41.87,17.58,2.07,0.0
20210422:1410,2388.24,372.56,120.03,9.11,30.53,17.39,2.07,0.0
20210422:1510,1015.92,153.46,84.77,5.17,18.83,16.89,1.86,0.0
20210422:1610,102.84,1.04,32.71,1.39,7.15,15.86,1.45,0.0
20210422:1710,0.0,0.0,0.0,0.0,0.0,13.62,1.17,0.0
20210422:1810,0.0,0.0,0.0,0.0,0.0,14.18,0.76,0.0
20210422:1910,0.0,0.0,0.0,0.0,0.0,13.75,0.28,0.0
20210422:2010,0.0,0.0,0.0,0.0,0.0,13.13,0.28,0.0
20210422:2110,0.0,0.0,0.0,0.0,0.0,12.56,0.07,0.0
20210422:2210,0.0,0.0,0.0,0.0,0.0,12.18,0.14,0.0
20210422:2310,0.0,0.0,0.0,0.0,0.0,11.82,0.07,0.0
20210423:0010,0.0,0.0,0.0,0.0,0.0,11.49,0.34,0.0
20210423:0110,0.0,0.0,0.0,0.0,0.0,10.75,0.97,0.0
20210423:0210,0.0,0.0,0.0,0.0,0.0,9.51,1.1,0.0
20210423:0310,0.0,0.0,0.0,0.0,0.0,9.09,1.1,0.0
20210423:0410,170.82,2.76,46.25,1.28,8.22,8.87,1.03,0.0
20210423:0510,1111.2,154.29,93.65,5.3,19.9,10.2,0.62,0.0
20210423:0610,2334.72,333.23,145.17,8.84,31.59,14.1,0.69,0.0
20210423:0710,3340.44,510.37,182.37,12.04,42.91,15.74,0.76,0.0
20210423:0810,3154.5,303.58,363.9,11.76,53.19,17.35,0.14,0.0
20210423:0910,3966.84,496.43,350.7,14.38,61.06,18.46,1.17,0.0
20210423:1010,4693.92,805.06,214.92,16.86,64.04,19.25,1.59,0.0
20210423:1110,4542.84,781.22,201.45,16.31,60.58,19.81,1.66,0.0
20210423:1210,4160.46,714.6,169.86,14.9,52.45,20.16,1.93,0.0
20210423:1310,3356.16,545.84,154.04,12.19,42.06,20.18,1.93,0.0
20210423:1410,2203.74,322.77,137.69,8.57,30.69,19.96,1.86,0.0
20210423:1510,950.04,130.5,93.81,4.86,18.99,19.41,1.86,0.0
20210423:1610,112.56,0.75,35.32,1.34,7.32,18.24,1.66,0.0
20210423:1710,0.0,0.0,0.0,0.0,0.0,16.32,1.45,0.0
20210423:1810,0.0,0.0,0.0,0.0,0.0,14.25,1.45,0.0
20210423:1910,0.0,0.0,0.0,0.0,0.0,14.52,1.1,0.0
20210423:2010,0.0,0.0,0.0,0.0,0.0,13.32,1.17,0.0
20210423:2110,0.0,0.0,0.0,0.0,0.0,12.12,1.31,0.0
20210423:2210,0.0,0.0,0.0,0.0,0.0,12.92,1.03,0.0
20210423:2310,0.0,0.0,0.0,0.0,0.0,11.94,1.1,0.0
20210424:0010,0.0,0.0,0.0,0.0,0.0,11.15,1.17,0.0
20210424:0110,0.0,0.0,0.0,0.0,0.0,9.98,1.38,0.0
20210424:0210,0.0,0.0,0.0,0.0,0.0,9.84,1.24,0.0
20210424:0310,0.0,0.0,0.0,0.0,0.0,9.78,1.17,0.0
20210424:0410,119.82,0.17,36.24,0.74,8.46,9.36,1.17,0.0
20210424:0510,102.66,0.0,32.72,0.65,20.14,10.93,0.9,0.0
20210424:0610,598.26,0.0,131.81,2.62,31.83,12.82,1.1,0.0
20210424:0710,655.8,0.0,144.53,2.88,43.17,15.71,1.24,0.0
20210424:0810,603.06,0.0,134.54,2.68,53.48,16.2,1.45,0.0
20210424:0910,1821.24,22.88,350.39,7.31,61.38,16.16,1.38,0.0
20210424:1010,1109.52,0.0,232.71,4.63,64.37,16.34,1.66,0.0
20210424:1110,3293.82,273.18,410.53,12.13,60.86,17.78,1.72,0.0
20210424:1210,3663.06,492.19,279.1,13.22,52.67,19.17,1.52,0.0
20210424:1310,1660.08,52.65,293.94,6.67,42.24,19.98,1.31,0.0
20210424:1410,849.72,7.66,177.7,3.67,30.85,20.03,1.59,0.0
20210424:1510,555.72,10.11,118.24,2.59,19.15,19.18,2.0,0.0
20210424:1610,53.46,0.0,21.82,0.43,7.48,17.63,2.21,0.0
20210424:1710,0.0,0.0,0.0,0.0,0.0,15.78,1.72,0.0
20210424:1810,0.0,0.0,0.0,0.0,0.0,14.48,1.31,0.0
20210424:1910,0.0,0.0,0.0,0.0,0.0,12.18,1.45,0.0
20210424:2010,0.0,0.0,0.0,0.0,0.0,11.65,1.31,0.0
20210424:2110,0.0,0.0,0.0,0.0,0.0,11.34,1.31,0.0
20210424:2210,0.0,0.0,0.0,0.0,0.0,11.01,1.52,0.0
20210424:2310,0.0,0.0,0.0,0.0,0.0,10.7,1.03,0.0
20210425:0010,0.0,0.0,0.0,0.0,0.0,10.68,1.17,0.0
20210425:0110,0.0,0.0,0.0,0.0,0.0,10.39,1.45,0.0
20210425:0210,0.0,0.0,0.0,0.0,0.0,9.73,1.17,0.0
20210425:0310,0.0,0.0,0.0,0.0,0.0,9.02,1.03,0.0
20210425:0410,6.78,0.0,8.18,0.16,8.7,8.83,1.17,0.0
20210425:0510,74.58,0.0,26.36,0.52,20.37,11.01,1.38,0.0
20210425:0610,1034.58,14.4,200.0,4.23,32.07,12.39,1.59,0.0
20210425:0710,645.12,0.0,141.81,2.82,43.42,14.89,1.72,0.0
20210425:0810,1931.04,45.92,349.13,7.63,53.76,16.66,1.66,0.0
20210425:0910,1768.08,19.53,346.39,7.18,61.7,18.06,1.38,0.0
20210425:1010,1628.94,9.81,329.04,6.69,64.7,18.88,1.59,0.0
20210425:1110,2015.7,41.2,375.14,8.07,61.14,19.29,2.14,0.0
20210425:1210,1409.4,8.52,283.41,5.77,52.89,17.19,1.93,0.0
20210425:1310,624.9,0.0,139.08,2.77,42.42,17.09,2.21,0.0
20210425:1410,210.24,0.0,56.36,1.12,31.02,15.32,1.86,0.0
20210425:1510,158.94,0.0,45.45,0.9,19.31,14.58,2.0,0.0
20210425:1610,43.86,0.0,19.09,0.38,7.65,13.59,2.14,0.0
20210425:1710,0.0,0.0,0.0,0.0,0.0,12.18,1.66,0.0
20210425:1810,0.0,0.0,0.0,0.0,0.0,10.94,1.52,0.0
20210425:1910,0.0,0.0,0.0,0.0,0.0,10.55,1.59,0.0
20210425:2010,0.0,0.0,0.0,0.0,0.0,9.52,1.72,0.0
20210425:2110,0.0,0.0,0.0,0.0,0.0,8.79,1.72,0.0
20210425:2210,0.0,0.0,0.0,0.0,0.0,8.1,1.66,0.0
20210425:2310,0.0,0.0,0.0,0.0,0.0,7.48,1.59,0.0
20210426:0010,0.0,0.0,0.0,0.0,0.0,7.02,1.52,0.0
20210426:0110,0.0,0.0,0.0,0.0,0.0,6.95,1.59,0.0
20210426:0210,0.0,0.0,0.0,0.0,0.0,6.63,1.59,0.0
20210426:0310,0.0,0.0,0.0,0.0,0.0,6.58,1.66,0.0
20210426:0410,6.96,0.0,8.18,0.16,8.93,6.43,1.66,0.0
20210426:0510,88.2,0.0,29.09,0.58,20.6,7.38,1.86,0.0
20210426:0610,263.16,0.0,65.45,1.3,32.3,8.77,2.14,0.0
20210426:0710,448.74,0.0,101.81,2.03,43.66,10.43,2.55,0.0
20210426:0810,613.86,0.0,133.63,2.66,54.03,11.56,2.83,0.0
20210426:0910,1631.76,7.57,319.73,6.47,62.01,12.66,3.17,0.0
20210426:1010,894.06,0.0,188.17,3.74,65.02,14.07,3.45,0.0
20210426:1110,2761.44,126.37,427.0,10.33,61.41,15.01,3.52,0.0
20210426:1210,3778.5,453.05,311.73,13.26,53.1,15.61,3.45,0.0
20210426:1310,2307.72,145.13,318.0,8.63,42.59,15.82,3.38,0.0
20210426:1410,2100.54,237.95,186.9,8.05,31.18,15.39,3.52,0.0
20210426:1510,1024.62,150.67,86.07,5.32,19.46,14.47,3.31,0.0
20210426:1610,111.0,0.6,34.08,1.57,7.81,13.4,2.48,0.0
20210426:1710,0.0,0.0,0.0,0.0,0.0,12.03,1.66,0.0
20210426:1810,0.0,0.0,0.0,0.0,0.0,10.45,1.31,0.0
20210426:1910,0.0,0.0,0.0,0.0,0.0,9.15,1.17,0.0
20210426:2010,0.0,0.0,0.0,0.0,0.0,8.27,1.1,0.0
20210426:2110,0.0,0.0,0.0,0.0,0.0,7.85,1.03,0.0
20210426:2210,0.0,0.0,0.0,0.0,0.0,7.46,1.03,0.0
20210426:2310,0.0,0.0,0.0,0.0,0.0,6.38,1.24,0.0
20210427:0010,0.0,0.0,0.0,0.0,0.0,7.08,1.03,0.0
20210427:0110,0.0,0.0,0.0,0.0,0.0,6.55,1.1,0.0
20210427:0210,0.0,0.0,0.0,0.0,0.0,6.09,1.24,0.0
20210427:0310,0.0,0.0,0.0,0.0,0.0,5.92,1.31,0.0
20210427:0410,208.26,3.46,52.97,1.48,9.16,5.74,1.38,0.0
20210427:0510,1020.9,82.88,136.85,4.63,20.82,9.19,1.1,0.0
20210427:0610,2144.1,233.49,201.2,8.21,32.53,13.31,1.17,0.0
20210427:0710,3360.72,496.89,194.6,12.23,43.9,15.43,1.17,0.0
20210427:0810,4085.04,679.05,198.16,14.99,54.3,17.65,0.69,0.0
20210427:0910,4401.0,762.72,218.47,16.51,62.32,19.45,0.28,0.0
20210427:1010,4592.4,793.36,222.47,17.02,65.34,20.85,1.1,0.0
20210427:1110,4454.52,784.47,199.77,16.57,61.68,21.77,1.1,0.0
20210427:1210,3897.54,627.64,217.77,14.5,53.31,22.67,1.24,0.0
20210427:1310,2875.32,347.83,257.26,10.85,42.77,23.03,1.93,0.0
20210427:1410,1600.08,109.76,228.89,6.53,31.34,22.63,2.21,0.0
20210427:1510,899.28,93.38,117.53,4.59,19.62,21.73,1.93,0.0
20210427:1610,109.32,0.5,34.57,1.63,7.98,20.01,1.79,0.0
20210427:1710,0.0,0.0,0.0,0.0,0.0,17.69,1.79,0.0
20210427:1810,0.0,0.0,0.0,0.0,0.0,15.2,1.59,0.0
20210427:1910,0.0,0.0,0.0,0.0,0.0,14.26,1.52,0.0
20210427:2010,0.0,0.0,0.0,0.0,0.0,12.48,1.59,0.0
20210427:2110,0.0,0.0,0.0,0.0,0.0,11.22,1.59,0.0
20210427:2210,0.0,0.0,0.0,0.0,0.0,10.19,1.59,0.0
20210427:2310,0.0,0.0,0.0,0.0,0.0,9.34,1.66,0.0
20210428:0010,0.0,0.0,0.0,0.0,0.0,8.7,1.59,0.0
20210428:0110,0.0,0.0,0.0,0.0,0.0,7.73,1.66,0.0
20210428:0210,0.0,0.0,0.0,0.0,0.0,6.97,1.72,0.0
20210428:0310,0.0,0.0,0.0,0.0,0.0,6.63,1.72,0.0
20210428:0410,64.44,0.0,23.63,0.47,9.38,7.04,1.66,0.0
20210428:0510,139.98,0.0,40.91,0.81,21.04,11.46,1.45,0.0
20210428:0610,141.9,0.0,41.81,0.83,32.75,14.59,1.31,0.0
20210428:0710,704.28,0.0,155.44,3.09,44.14,18.07,1.38,0.0
20210428:0810,2557.2,145.63,389.7,9.95,54.56,21.0,1.45,0.0
20210428:0910,2783.16,155.64,429.83,10.83,62.62,22.74,2.21,0.0
20210428:1010,1726.5,15.1,348.64,7.16,65.66,23.72,3.17,0.0
20210428:1110,1614.72,11.79,329.2,6.73,61.94,23.75,3.17,0.0
20210428:1210,3096.12,289.39,363.86,11.68,53.52,24.18,2.76,0.0
20210428:1310,410.88,0.0,99.99,1.99,42.94,23.85,2.41,0.0
20210428:1410,295.98,0.0,76.36,1.52,31.5,23.76,2.28,0.0
20210428:1510,275.64,0.0,71.81,1.43,19.78,22.57,1.52,0.0
20210428:1610,16.62,0.0,11.82,0.24,8.14,21.1,1.59,0.0
20210428:1710,0.0,0.0,0.0,0.0,0.0,19.31,1.72,0.0
20210428:1810,0.0,0.0,0.0,0.0,0.0,17.6,1.38,0.0
20210428:1910,0.0,0.0,0.0,0.0,0.0,16.95,2.28,0.0
20210428:2010,0.0,0.0,0.0,0.0,0.0,16.31,1.86,0.0
20210428:2110,0.0,0.0,0.0,0.0,0.0,15.27,1.72,0.0
20210428:2210,0.0,0.0,0.0,0.0,0.0,14.17,1.72,0.0
20210428:2310,0.0,0.0,0.0,0.0,0.0,13.62,1.72,0.0
20210429:0010,0.0,0.0,0.0,0.0,0.0,13.48,2.07,0.0
20210429:0110,0.0,0.0,0.0,0.0,0.0,13.85,2.21,0.0
20210429:0210,0.0,0.0,0.0,0.0,0.0,13.02,2.0,0.0
20210429:0310,0.0,0.0,0.0,0.0,0.0,12.03,2.0,0.0
20210429:0410,174.84,9.02,45.73,1.99,9.6,11.65,1.93,0.0
20210429:0510,1051.56,106.26,127.19,5.03,21.25,14.99,1.59,0.0
20210429:0610,1755.6,128.6,236.31,7.02,32.96,18.76,1.45,0.0
20210429:0710,1646.16,43.58,301.96,6.71,44.37,21.52,1.72,0.0
20210429:0810,2944.32,236.53,381.11,11.19,54.82,22.8,2.48,0.0
20210429:0910,4493.58,747.65,218.28,16.37,62.92,23.86,3.24,0.0
20210429:1010,4695.78,807.15,204.85,17.05,65.97,24.53,3.72,0.0
20210429:1110,4327.98,673.0,255.07,15.79,62.2,25.01,3.66,0.0
20210429:1210,3444.84,399.33,324.15,12.73,53.73,24.64,3.93,0.0
20210429:1310,3144.78,458.33,195.51,11.72,43.12,24.01,4.0,0.0
20210429:1410,2036.76,256.58,171.79,8.23,31.65,23.63,3.72,0.0
20210429:1510,829.08,60.52,132.03,4.12,19.93,22.84,2.55,0.0
20210429:1610,93.18,0.0,31.82,0.63,8.3,21.41,1.86,0.0
20210429:1710,0.0,0.0,0.0,0.0,0.0,19.52,1.59,0.0
20210429:1810,0.0,0.0,0.0,0.0,0.0,18.15,1.45,0.0
20210429:1910,0.0,0.0,0.0,0.0,0.0,17.75,2.0,0.0
20210429:2010,0.0,0.0,0.0,0.0,0.0,16.98,1.86,0.0
20210429:2110,0.0,0.0,0.0,0.0,0.0,16.72,1.1,0.0
20210429:2210,0.0,0.0,0.0,0.0,0.0,16.04,1.03,0.0
20210429:2310,0.0,0.0,0.0,0.0,0.0,14.41,1.38,0.0
20210430:0010,0.0,0.0,0.0,0.0,0.0,13.97,1.31,0.0
20210430:0110,0.0,0.0,0.0,0.0,0.0,14.2,1.17,0.0
20210430:0210,0.0,0.0,0.0,0.0,0.0,14.13,1.1,0.0
20210430:0310,0.0,0.0,0.0,0.0,0.0,13.41,1.24,0.0
20210430:0410,181.26,9.45,47.15,2.06,9.81,12.82,1.24,0.0
20210430:0510,1128.06,155.15,99.93,5.68,21.46,14.89,0.69,0.0
20210430:0610,2304.48,337.97,146.47,9.26,33.18,19.29,0.62,0.0
20210430:0710,3309.96,531.74,171.65,12.57,44.59,21.24,0.97,0.0
20210430:0810,4013.34,684.91,189.67,15.1,55.08,22.72,1.17,0.0
20210430:0910,4440.42,796.2,192.4,16.78,63.22,24.08,1.31,0.0
20210430:1010,4512.48,799.02,212.78,17.11,66.27,25.21,1.45,0.0
20210430:1110,4407.24,798.33,186.02,16.73,62.46,25.97,1.59,0.0
20210430:1210,3986.76,698.43,173.02,15.08,53.93,26.31,2.0,0.0
20210430:1310,3286.62,562.46,141.13,12.64,43.29,26.15,2.21,0.0
